rank,id,label,canonicalLine,LabelMismatch,definition,IsBaseForm,BaseFormReason,CommonDefMismatch,CommonDefinition,CommonDefMismatchReason,DefMismatch,DefMismatchReason,japaneseTranslation,TranslationMismatchReason,TranslationMismatch,POS,POSMismatch,POSMismatchReason,POSTranslationMismatch,POSTranslationMismatchReason,Error
43,41266,RIGHT,"Oh, that's right.",0,precisely or exactly,1,1,0,,,0,,ちょうど、ぴったり,"No. The Japanese words 'ちょうど' and 'ぴったり' are more commonly used to mean 'exactly' or 'just right' in terms of fitting or timing. They do not convey the meaning of 'right' as in 'correct' or 'that's right' in the context of the sentence 'Oh, that's right.' A more appropriate translation for 'that's right' in this context would be 'そうです' or 'そのとおり'.",1,adverb,1,"No. In the sentence 'Oh, that's right.', the word 'right' is used as an adjective. It describes the state of being correct or accurate.",1.0,"Both of the Japanese words you listed, ""ちょうど"" and ""ぴったり,"" can function as adverbs.

- ""ちょうど"" is commonly used as an adverb meaning ""exactly,"" ""just,"" or ""precisely.""
- ""ぴったり"" is also used as an adverb meaning ""exactly,"" ""perfectly,"" or ""tightly.""

In these forms, they are indeed adverbs. However, ""ぴったり"" can also function as a noun when used in certain contexts, such as when referring to a perfect fit or match. But in the context of your question, both words are primarily adverbs.",
43,39550,RIGHT,"Easy, right?",0,used to get approval or agreement,1,1,0,,,0,,そうですよね,,0,interjection,1,"No. In the sentence ""Easy, right?"", the word ""right"" is used as a tag question, functioning as an adverb. It is used to seek confirmation or agreement from the listener.",1.0,"The phrase ""そうですよね"" in Japanese can function as an interjection, but it is not limited to that role. It is often used in conversation to express agreement or acknowledgment, similar to saying ""That's right, isn't it?"" or ""I agree"" in English. 

Grammatically, ""そう"" means ""so"" or ""that way,"" ""です"" is a copula (similar to ""is""), ""よ"" is a particle used for emphasis, and ""ね"" is a particle used to seek agreement or confirmation. While it can act as an interjection in a conversational context, it is technically a sentence composed of these elements. 

Therefore, while it can be used as an interjection, it is not exclusively in the form of an interjection.",
44,27509,HELP,"Hi, how can I help you?",0,to give someone support,1,1,0,,,0,,手伝う、助ける,,0,verb,0,,1.0,"Both of the Japanese words you listed, '手伝う' (tetsudau) and '助ける' (tasukeru), are in the form of verbs. '手伝う' means ""to help"" or ""to assist,"" and '助ける' means ""to save"" or ""to help."" They are both in their dictionary (plain) form, which is the base form of a verb in Japanese.",
45,41969,WAY,Find your way and build your character.,0,method,1,1,0,,,0,,方法,,0,noun,0,,1.0,"The Japanese word ""方法"" (hōhō) is a noun. It means ""method"" or ""way."" In this context, it is not in any other grammatical form.",
46,49915,COUNTRY,This country does allow you opportunities.,0,a land ruled by its own leaders,1,1,0,,,0,,国,,0,noun,0,,1.0,"The Japanese word '国' (kuni) is primarily used as a noun, meaning ""country"" or ""nation."" It is not typically used in other grammatical forms.",
47,47769,HIDE,She decided to hide there.,0,to go to a secret place,1,1,0,,,0,,隠れる,,0,verb,0,,1.0,"The Japanese word ""隠れる"" (kakureru) is indeed in the grammatical form of a verb. It is an intransitive verb meaning ""to hide"" or ""to be hidden."" If you have other words you'd like to check, feel free to list them!",
47,25072,HIDE,,0,to not show onscreen,1,1,0,,,0,,,,0,verb,0,,,,"expected string or bytes-like object, got 'float'"
48,539,FIND,"""Go and find some.""",0,to discover something or someone,1,1,0,,,0,,見つける,,0,verb,0,,1.0,"The Japanese word '見つける' (mitsukeru) is in the grammatical form of a verb. It is a transitive verb meaning ""to find"" or ""to discover.""",
49,4944,CALL,"So, should I call him?",0,to telephone or radio someone,1,1,0,,,0,,電話する,,0,verb,0,,1.0,"The Japanese word ""電話する"" (denwa suru) is in the grammatical form of a verb. It is a compound verb where ""電話"" (denwa) means ""telephone"" or ""phone,"" and ""する"" (suru) is a verb meaning ""to do."" Together, ""電話する"" means ""to make a phone call"" or ""to call.""",
49,384,CALL,Please call me Linda.,0, to give someone or something a name,1,1,0,,,0,,呼ぶ,,0,verb,0,,1.0,"The Japanese word ""呼ぶ"" (yobu) is indeed in the grammatical form of a verb. It is the dictionary form of the verb meaning ""to call"" or ""to summon."" If you have other words you would like to check, feel free to list them!",
50,4612,LOOK,Look at me.,0,to direct the eyes somewhere to see things,1,1,0,,,0,,見る,,0,verb,0,,1.0,"The Japanese word ""見る"" (miru) is indeed in the grammatical form of a verb. It means ""to see"" or ""to look."" If you have other words you'd like to check, feel free to list them!",
50,45221,LOOK,It looks like the idea carries.,1,to have a certain image,1,1,0,,,0,,～に見える,,0,verb,0,,1.0,"The Japanese expression ""～に見える"" is not in the grammatical form of a verb. Instead, it is a phrase that combines the particle ""に"" and the verb ""見える."" In this construction, ""見える"" is a verb meaning ""to appear"" or ""to seem,"" and ""に"" is a particle used to indicate the target or direction of the appearance. The phrase as a whole is often used to express how something appears or seems to someone.",
51,12219,TELL,"Okay, please tell us.",0,to say something,1,1,0,,,0,,教える、話す、伝える,,0,verb,0,,1.0,"All three Japanese words listed—教える (oshieru), 話す (hanasu), and 伝える (tsutaeru)—are in the grammatical form of verbs. They are in their dictionary (or plain) form, which is the basic form used to represent verbs in Japanese.",
52,37474,WHY,Why is that?,0,used to ask or talk about a reason,1,1,0,,,0,,なぜ,,0,adverb,0,,1.0,"The Japanese word ""なぜ"" (naze) is indeed an adverb. It is used to ask ""why"" or ""for what reason"" in a sentence. If you have other words you would like to verify, feel free to list them!",
53,2025,TRY,Try this yourself.,0,to make an attempt,1,1,0,,,0,,やってみる、試す,,0,verb,0,,1.0,"Both 'やってみる' and '試す' are in the grammatical form of verbs in Japanese.

1. **やってみる (yatte miru)**: This is a verb phrase. 'やって' is the te-form of 'やる' (to do), and 'みる' is the plain form of the verb '見る' (to see), which in this context means 'to try.' Together, 'やってみる' means 'to try doing' or 'to give it a try.'

2. **試す (tamesu)**: This is a verb in its plain form, meaning 'to try' or 'to test.'

Both are used as verbs in sentences.",
54,12401,GREAT,With great power comes great responsibility.,0,important or having high quality,1,1,0,,,0,,大変な、偉大な,"No. In the context of the sentence ""With great power comes great responsibility,"" the word ""great"" refers to significant or considerable power. The Japanese word ""偉大な"" (idaina) is more appropriate for this context, as it conveys the sense of greatness in terms of magnitude or importance. ""大変な"" (taihen na) typically means difficult or troublesome, which does not fit the intended meaning here.",1,adjective,0,,1.0,"In Japanese, both ""大変な"" (taihen na) and ""偉大な"" (idai na) are in the grammatical form of adjectives, specifically na-adjectives (形容動詞 or 形容動詞語幹). 

- ""大変な"" can mean ""very,"" ""serious,"" or ""difficult,"" depending on the context.
- ""偉大な"" means ""great"" or ""magnificent.""

Both are used to describe nouns and require the ""な"" when directly modifying a noun.",
54,68056,GREAT,You have a great sense of humor.,0,very good or attractive,1,1,0,,,0,,すばらしい,,0,adjective,0,,1.0,"The Japanese word ""すばらしい"" (subarashii) is indeed in the form of an adjective. It is an ""i-adjective,"" which is a common type of adjective in Japanese that ends with the syllable ""い"" (i). This word means ""wonderful"" or ""splendid."" Therefore, it is correctly identified as an adjective.",
55,1489,START,I can start working on it right away.,0,to begin to do something,1,1,0,,,0,,始める,,0,verb,0,,1.0,"The Japanese word '始める' (hajimeru) is in the grammatical form of a verb. It is a transitive verb meaning ""to begin"" or ""to start."" If you have other words you'd like to check, feel free to list them!",
56,15992,LIFE,"In life, it's important to know yourself.",0,the state of being alive,1,1,0,,,0,,命、人生,,0,noun,0,,1.0,"Both of the Japanese words you listed, '命' (inochi) and '人生' (jinsei), are in the grammatical form of nouns. '命' means ""life"" or ""fate,"" and '人生' means ""life"" in the sense of one's personal life or human life.",
56,15570,LIFE,It's important to enjoy life while you still can.,0,the period of being alive,1,1,0,,,0,,人生,,0,noun,0,,1.0,"The Japanese word '人生' (jinsei) is a noun, meaning ""life"" in English. It is used to refer to the concept or experience of life. In this context, it is not used in any other grammatical form.",
57,38385,EVERY,It happens every day.,0,referring to each thing within a group,0,"No, 'EVERY' is not a base form. It is a determiner used to refer to all the individual members of a set or group.",0,,,0,,毎,,0,adjective,0,,1.0,"The Japanese word ""毎"" (mai) is not an adjective. It is a prefix used to indicate ""every"" or ""each,"" as in ""毎日"" (mainichi, meaning ""every day"") or ""毎週"" (maishuu, meaning ""every week""). It is not used in the grammatical form of an adjective.",
58,48821,COMPANY,How big is the company now?,0,an organization that sells something,1,1,0,,,0,,会社、企業,,0,noun,0,,1.0,"Both of the Japanese words listed, 会社 (kaisha) and 企業 (kigyō), are in the grammatical form of nouns. 会社 means ""company"" or ""corporation,"" and 企業 also means ""enterprise"" or ""business.""",
